Record Length,700
Sample Interval,0.000002
Trig Position,10212
Data Interval,0.000020
Vertical Units,V
292,-1.240000,-0.860000
293,-1.240000,-0.880000
294,-1.220000,-0.900000
295,-1.220000,-0.900000
296,-1.220000,-0.920000
297,-1.200000,-0.920000
298,-1.200000,-0.920000
299,-1.180000,-0.940000
300,-1.180000,-0.940000
301,-1.180000,-0.960000
302,-1.160000,-0.960000
303,-1.140000,-0.960000
304,-1.140000,-0.960000
305,-1.120000,-0.960000
306,-1.100000,-0.980000
307,-1.100000,-0.980000
308,-1.080000,-0.980000
309,-1.060000,-0.980000
310,-1.060000,-1.000000
311,-1.040000,-1.000000
312,-1.020000,-1.000000
313,-1.000000,-0.980000
314,-0.980000,-0.980000
315,-0.960000,-0.980000
316,-0.940000,-0.980000
317,-0.920000,-0.980000
318,-0.880000,-0.960000
319,-0.880000,-0.960000
320,-0.840000,-0.960000
321,-0.820000,-0.960000
322,-0.800000,-0.960000
323,-0.780000,-0.940000
324,-0.760000,-0.940000
325,-0.720000,-0.940000
326,-0.700000,-0.920000
327,-0.680000,-0.920000
328,-0.640000,-0.900000
329,-0.620000,-0.900000
330,-0.600000,-0.880000
331,-0.560000,-0.880000
332,-0.540000,-0.860000
333,-0.520000,-0.860000
334,-0.480000,-0.840000
335,-0.460000,-0.820000
336,-0.420000,-0.800000
337,-0.400000,-0.800000
338,-0.360000,-0.780000
339,-0.340000,-0.760000
340,-0.300000,-0.740000
341,-0.280000,-0.740000
342,-0.240000,-0.720000
343,-0.220000,-0.700000
344,-0.180000,-0.680000
345,-0.160000,-0.660000
346,-0.120000,-0.640000
347,-0.100000,-0.620000
348,-0.060000,-0.600000
349,-0.040000,-0.580000
350,0.000000,-0.560000
351,0.040000,-0.540000
352,0.060000,-0.520000
353,0.100000,-0.500000
354,0.120000,-0.480000
355,0.160000,-0.460000
356,0.180000,-0.440000
357,0.220000,-0.420000
358,0.240000,-0.400000
359,0.280000,-0.380000
360,0.320000,-0.360000
361,0.340000,-0.340000
362,0.360000,-0.300000
363,0.400000,-0.280000
364,0.440000,-0.240000
365,0.460000,-0.220000
366,0.500000,-0.200000
367,0.520000,-0.180000
368,0.540000,-0.160000
369,0.560000,-0.140000
370,0.600000,-0.120000
371,0.620000,-0.080000
372,0.640000,-0.060000
373,0.680000,-0.040000
374,0.700000,-0.020000
375,0.720000,0.000000
376,0.760000,0.040000
377,0.780000,0.060000
378,0.800000,0.080000
379,0.820000,0.100000
380,0.840000,0.120000
381,0.860000,0.160000
382,0.880000,0.180000
383,0.900000,0.200000
384,0.920000,0.220000
385,0.940000,0.240000
386,0.960000,0.280000
387,0.980000,0.300000
388,1.000000,0.320000
389,1.020000,0.340000
390,1.040000,0.360000
391,1.060000,0.380000
392,1.060000,0.400000
393,1.080000,0.420000
394,1.100000,0.460000
395,1.120000,0.480000
396,1.120000,0.500000
397,1.140000,0.520000
398,1.140000,0.540000
399,1.160000,0.560000
400,1.160000,0.580000
401,1.180000,0.600000
402,1.180000,0.620000
403,1.200000,0.620000
404,1.200000,0.640000
405,1.200000,0.660000
406,1.200000,0.680000
407,1.220000,0.680000
408,1.220000,0.720000
409,1.220000,0.720000
410,1.220000,0.740000
411,1.220000,0.760000
412,1.220000,0.780000
413,1.220000,0.800000
414,1.220000,0.800000
415,1.220000,0.820000
416,1.220000,0.820000
417,1.220000,0.840000
418,1.220000,0.840000
419,1.220000,0.860000
420,1.200000,0.880000
421,1.200000,0.880000
422,1.200000,0.900000
423,1.180000,0.900000
424,1.180000,0.900000
425,1.160000,0.920000
426,1.160000,0.920000
427,1.140000,0.920000
428,1.140000,0.940000
429,1.120000,0.940000
430,1.120000,0.940000
431,1.100000,0.940000
432,1.080000,0.940000
433,1.060000,0.960000
434,1.060000,0.960000
435,1.040000,0.960000
436,1.020000,0.960000
437,1.000000,0.960000
438,0.980000,0.960000
439,0.960000,0.960000
440,0.940000,0.960000
441,0.920000,0.960000
442,0.900000,0.960000
443,0.880000,0.940000
444,0.860000,0.940000
445,0.840000,0.940000
446,0.820000,0.940000
447,0.800000,0.920000
448,0.780000,0.920000
449,0.740000,0.920000
450,0.720000,0.900000
451,0.700000,0.900000
452,0.660000,0.880000
453,0.640000,0.880000
454,0.600000,0.860000
455,0.580000,0.860000
456,0.560000,0.840000
457,0.540000,0.840000
458,0.500000,0.820000
459,0.480000,0.820000
460,0.440000,0.800000
461,0.420000,0.780000
462,0.380000,0.760000
463,0.360000,0.760000
464,0.320000,0.740000
465,0.300000,0.720000
466,0.280000,0.700000
467,0.240000,0.680000
468,0.200000,0.680000
469,0.180000,0.660000
470,0.140000,0.640000
471,0.120000,0.620000
472,0.080000,0.600000
473,0.060000,0.580000
474,0.020000,0.560000
475,0.000000,0.540000
476,-0.040000,0.520000
477,-0.080000,0.500000
478,-0.100000,0.480000
479,-0.140000,0.460000
480,-0.160000,0.440000
481,-0.200000,0.420000
482,-0.220000,0.400000
483,-0.260000,0.380000
484,-0.280000,0.360000
485,-0.320000,0.320000
486,-0.360000,0.300000
487,-0.380000,0.280000
488,-0.400000,0.260000
489,-0.440000,0.240000
490,-0.460000,0.220000
491,-0.500000,0.180000
492,-0.520000,0.160000
493,-0.560000,0.140000
494,-0.580000,0.120000
495,-0.600000,0.100000
496,-0.620000,0.060000
497,-0.660000,0.040000
498,-0.680000,0.020000
499,-0.700000,0.000000
500,-0.740000,-0.020000
501,-0.760000,-0.060000
502,-0.780000,-0.080000
503,-0.820000,-0.100000
504,-0.840000,-0.120000
505,-0.860000,-0.160000
506,-0.880000,-0.180000
507,-0.900000,-0.200000
508,-0.920000,-0.220000
509,-0.940000,-0.240000
510,-0.960000,-0.280000
511,-0.980000,-0.300000
512,-1.000000,-0.320000
513,-1.020000,-0.340000
514,-1.040000,-0.360000
515,-1.060000,-0.380000
516,-1.060000,-0.400000
517,-1.080000,-0.420000
518,-1.100000,-0.460000
519,-1.100000,-0.480000
520,-1.120000,-0.500000
521,-1.140000,-0.520000
522,-1.140000,-0.540000
523,-1.160000,-0.560000
524,-1.180000,-0.580000
525,-1.180000,-0.600000
526,-1.200000,-0.620000
527,-1.200000,-0.640000
528,-1.200000,-0.660000
529,-1.220000,-0.680000
530,-1.220000,-0.680000
531,-1.220000,-0.700000
532,-1.240000,-0.720000
533,-1.240000,-0.740000
534,-1.240000,-0.760000
535,-1.240000,-0.780000
536,-1.240000,-0.780000
537,-1.240000,-0.800000
538,-1.240000,-0.820000
539,-1.240000,-0.840000
540,-1.240000,-0.840000
541,-1.240000,-0.860000
542,-1.240000,-0.860000
543,-1.240000,-0.880000
544,-1.220000,-0.900000
545,-1.220000,-0.900000
546,-1.220000,-0.900000
547,-1.200000,-0.920000
548,-1.200000,-0.920000
549,-1.180000,-0.940000
550,-1.180000,-0.940000
551,-1.160000,-0.960000
552,-1.160000,-0.960000
553,-1.160000,-0.960000
554,-1.140000,-0.960000
555,-1.120000,-0.980000
556,-1.100000,-0.960000
557,-1.100000,-0.980000
558,-1.080000,-0.980000
559,-1.060000,-0.980000
560,-1.040000,-0.980000
561,-1.020000,-0.980000
562,-1.020000,-0.980000
563,-1.000000,-1.000000
564,-0.980000,-0.980000
565,-0.960000,-0.980000
566,-0.940000,-0.980000
567,-0.920000,-0.980000
568,-0.900000,-0.980000
569,-0.880000,-0.980000
570,-0.860000,-0.960000
571,-0.820000,-0.960000
572,-0.800000,-0.960000
573,-0.780000,-0.940000
574,-0.760000,-0.940000
575,-0.720000,-0.940000
576,-0.700000,-0.920000
577,-0.680000,-0.920000
578,-0.640000,-0.900000
579,-0.620000,-0.900000
580,-0.600000,-0.880000
581,-0.560000,-0.880000
582,-0.540000,-0.860000
583,-0.520000,-0.860000
584,-0.480000,-0.840000
585,-0.460000,-0.820000
586,-0.420000,-0.800000
587,-0.400000,-0.800000
588,-0.360000,-0.780000
589,-0.340000,-0.760000
590,-0.300000,-0.740000
591,-0.280000,-0.740000
592,-0.240000,-0.720000
593,-0.220000,-0.700000
594,-0.200000,-0.680000
595,-0.160000,-0.680000
596,-0.140000,-0.640000
597,-0.100000,-0.620000
598,-0.060000,-0.600000
599,-0.040000,-0.580000
600,0.000000,-0.560000
601,0.040000,-0.540000
602,0.060000,-0.520000
603,0.100000,-0.500000
604,0.140000,-0.480000
605,0.160000,-0.460000
606,0.180000,-0.440000
607,0.220000,-0.420000
608,0.240000,-0.400000
609,0.280000,-0.380000
610,0.320000,-0.360000
611,0.340000,-0.320000
612,0.360000,-0.300000
613,0.380000,-0.300000
614,0.420000,-0.260000
615,0.460000,-0.240000
616,0.480000,-0.200000
617,0.520000,-0.180000
618,0.560000,-0.160000
619,0.580000,-0.120000
620,0.600000,-0.120000
621,0.620000,-0.080000
622,0.660000,-0.060000
623,0.680000,-0.040000
624,0.700000,-0.020000
625,0.720000,0.000000
626,0.740000,0.040000
627,0.780000,0.060000
628,0.800000,0.080000
629,0.820000,0.100000
630,0.840000,0.120000
631,0.860000,0.160000
632,0.880000,0.180000
633,0.900000,0.200000
634,0.920000,0.220000
635,0.940000,0.240000
636,0.960000,0.280000
637,0.980000,0.300000
638,1.000000,0.320000
639,1.020000,0.340000
640,1.040000,0.360000
641,1.060000,0.380000
642,1.060000,0.400000
643,1.080000,0.420000
644,1.100000,0.460000
645,1.100000,0.460000
646,1.120000,0.500000
647,1.140000,0.520000
648,1.140000,0.540000
649,1.160000,0.560000
650,1.160000,0.560000
651,1.180000,0.600000
652,1.180000,0.600000
653,1.180000,0.640000
654,1.200000,0.640000
655,1.200000,0.660000
656,1.220000,0.680000
657,1.220000,0.700000
658,1.220000,0.720000
659,1.220000,0.740000
660,1.220000,0.760000
661,1.240000,0.760000
662,1.220000,0.780000
663,1.220000,0.800000
664,1.220000,0.800000
665,1.220000,0.820000
666,1.220000,0.820000
667,1.220000,0.840000
668,1.220000,0.860000
669,1.220000,0.860000
670,1.200000,0.880000
671,1.200000,0.880000
672,1.200000,0.900000
673,1.200000,0.900000
674,1.180000,0.900000
675,1.160000,0.920000
676,1.160000,0.920000
677,1.140000,0.920000
678,1.120000,0.920000
679,1.120000,0.940000
680,1.100000,0.940000
681,1.100000,0.940000
682,1.080000,0.960000
683,1.060000,0.960000
684,1.060000,0.960000
685,1.040000,0.960000
686,1.020000,0.960000
687,1.000000,0.960000
688,0.980000,0.960000
689,0.960000,0.960000
690,0.940000,0.960000
691,0.920000,0.940000
692,0.900000,0.940000
693,0.880000,0.940000
694,0.860000,0.940000
695,0.840000,0.940000
696,0.820000,0.940000
697,0.800000,0.920000
698,0.780000,0.920000
699,0.740000,0.920000
700,0.720000,0.900000
