Record Length,700
Sample Interval,0.000016
Trig Position,10221
Data Interval,0.000400
Vertical Units,V
158,5.040000,0.040000
159,5.040000,0.040000
160,5.040000,0.040000
161,5.120000,0.060000
162,5.120000,0.080000
163,5.040000,0.100000
164,5.040000,0.100000
165,5.040000,0.100000
166,5.040000,0.100000
167,5.040000,0.120000
168,5.040000,0.120000
169,5.040000,0.140000
170,5.040000,0.140000
171,4.960000,0.160000
172,4.960000,0.160000
173,4.960000,0.180000
174,4.880000,0.180000
175,4.880000,0.180000
176,4.800000,0.200000
177,4.800000,0.200000
178,4.720000,0.220000
179,4.640000,0.220000
180,4.640000,0.240000
181,4.560000,0.240000
182,4.480000,0.260000
183,4.480000,0.260000
184,4.320000,0.260000
185,4.320000,0.280000
186,4.240000,0.280000
187,4.160000,0.280000
188,4.080000,0.280000
189,4.000000,0.300000
190,3.920000,0.300000
191,3.840000,0.300000
192,3.760000,0.320000
193,3.680000,0.320000
194,3.600000,0.320000
195,3.520000,0.340000
196,3.440000,0.340000
197,3.280000,0.340000
198,3.200000,0.340000
199,3.120000,0.360000
200,3.040000,0.360000
201,2.880000,0.360000
202,2.800000,0.360000
203,2.640000,0.360000
204,2.560000,0.380000
205,2.400000,0.380000
206,2.320000,0.380000
207,2.160000,0.380000
208,2.080000,0.380000
209,1.920000,0.380000
210,1.840000,0.400000
211,1.680000,0.400000
212,1.520000,0.400000
213,1.440000,0.400000
214,1.280000,0.400000
215,1.200000,0.400000
216,1.040000,0.400000
217,0.880000,0.400000
218,0.800000,0.400000
219,0.640000,0.420000
220,0.560000,0.400000
221,0.400000,0.420000
222,0.240000,0.400000
223,0.160000,0.400000
224,0.000000,0.400000
225,-0.160000,0.400000
226,-0.240000,0.400000
227,-0.400000,0.380000
228,-0.560000,0.400000
229,-0.640000,0.380000
230,-0.800000,0.380000
231,-0.960000,0.380000
232,-1.040000,0.380000
233,-1.200000,0.380000
234,-1.280000,0.380000
235,-1.440000,0.360000
236,-1.520000,0.360000
237,-1.680000,0.360000
238,-1.760000,0.360000
239,-1.920000,0.340000
240,-2.000000,0.340000
241,-2.160000,0.340000
242,-2.240000,0.320000
243,-2.400000,0.320000
244,-2.480000,0.320000
245,-2.560000,0.300000
246,-2.720000,0.300000
247,-2.800000,0.300000
248,-2.880000,0.280000
249,-3.040000,0.280000
250,-3.120000,0.260000
251,-3.280000,0.260000
252,-3.360000,0.240000
253,-3.440000,0.240000
254,-3.520000,0.240000
255,-3.600000,0.220000
256,-3.680000,0.220000
257,-3.760000,0.200000
258,-3.920000,0.200000
259,-4.000000,0.180000
260,-4.080000,0.180000
261,-4.160000,0.180000
262,-4.160000,0.160000
263,-4.240000,0.160000
264,-4.320000,0.140000
265,-4.400000,0.140000
266,-4.480000,0.120000
267,-4.560000,0.120000
268,-4.640000,0.100000
269,-4.640000,0.100000
270,-4.720000,0.100000
271,-4.800000,0.080000
272,-4.800000,0.060000
273,-4.880000,0.060000
274,-4.960000,0.040000
275,-4.960000,0.040000
276,-5.040000,0.020000
277,-5.040000,0.020000
278,-5.040000,0.000000
279,-5.120000,-0.020000
280,-5.120000,-0.020000
281,-5.120000,-0.020000
282,-5.200000,-0.040000
283,-5.200000,-0.060000
284,-5.200000,-0.060000
285,-5.280000,-0.060000
286,-5.280000,-0.080000
287,-5.280000,-0.100000
288,-5.200000,-0.100000
289,-5.280000,-0.100000
290,-5.200000,-0.120000
291,-5.200000,-0.120000
292,-5.200000,-0.140000
293,-5.200000,-0.140000
294,-5.200000,-0.140000
295,-5.200000,-0.160000
296,-5.120000,-0.160000
297,-5.120000,-0.180000
298,-5.040000,-0.180000
299,-5.040000,-0.200000
300,-5.040000,-0.200000
301,-4.960000,-0.200000
302,-4.960000,-0.220000
303,-4.880000,-0.220000
304,-4.800000,-0.240000
305,-4.800000,-0.240000
306,-4.720000,-0.260000
307,-4.640000,-0.260000
308,-4.560000,-0.260000
309,-4.480000,-0.260000
310,-4.480000,-0.280000
311,-4.400000,-0.280000
312,-4.320000,-0.300000
313,-4.240000,-0.300000
314,-4.160000,-0.320000
315,-4.080000,-0.320000
316,-4.000000,-0.320000
317,-3.920000,-0.320000
318,-3.840000,-0.320000
319,-3.760000,-0.340000
320,-3.680000,-0.340000
321,-3.520000,-0.360000
322,-3.440000,-0.360000
323,-3.360000,-0.360000
324,-3.200000,-0.360000
325,-3.120000,-0.360000
326,-2.960000,-0.380000
327,-2.880000,-0.380000
328,-2.800000,-0.380000
329,-2.640000,-0.400000
330,-2.480000,-0.380000
331,-2.400000,-0.400000
332,-2.320000,-0.400000
333,-2.160000,-0.400000
334,-2.080000,-0.400000
335,-1.920000,-0.400000
336,-1.840000,-0.400000
337,-1.680000,-0.420000
338,-1.520000,-0.420000
339,-1.440000,-0.420000
340,-1.280000,-0.420000
341,-1.200000,-0.420000
342,-1.040000,-0.420000
343,-0.880000,-0.420000
344,-0.800000,-0.420000
345,-0.640000,-0.420000
346,-0.480000,-0.420000
347,-0.400000,-0.420000
348,-0.240000,-0.420000
349,-0.160000,-0.400000
350,0.000000,-0.420000
351,0.160000,-0.420000
352,0.320000,-0.420000
353,0.400000,-0.400000
354,0.560000,-0.400000
355,0.640000,-0.400000
356,0.800000,-0.400000
357,0.960000,-0.380000
358,1.040000,-0.400000
359,1.200000,-0.380000
360,1.280000,-0.380000
361,1.440000,-0.380000
362,1.520000,-0.360000
363,1.600000,-0.360000
364,1.760000,-0.360000
365,1.920000,-0.340000
366,2.000000,-0.360000
367,2.160000,-0.340000
368,2.240000,-0.340000
369,2.320000,-0.320000
370,2.480000,-0.320000
371,2.560000,-0.320000
372,2.640000,-0.300000
373,2.800000,-0.300000
374,2.880000,-0.280000
375,3.040000,-0.280000
376,3.120000,-0.280000
377,3.200000,-0.260000
378,3.280000,-0.240000
379,3.360000,-0.240000
380,3.520000,-0.240000
381,3.600000,-0.220000
382,3.600000,-0.220000
383,3.760000,-0.220000
384,3.840000,-0.200000
385,3.920000,-0.200000
386,4.000000,-0.180000
387,4.000000,-0.180000
388,4.080000,-0.160000
389,4.160000,-0.140000
390,4.240000,-0.140000
391,4.320000,-0.140000
392,4.400000,-0.120000
393,4.400000,-0.120000
394,4.480000,-0.100000
395,4.560000,-0.100000
396,4.640000,-0.080000
397,4.640000,-0.080000
398,4.720000,-0.060000
399,4.800000,-0.060000
400,4.800000,-0.060000
401,4.880000,-0.040000
402,4.880000,-0.020000
403,4.880000,-0.020000
404,4.960000,0.000000
405,4.960000,0.000000
406,4.960000,0.000000
407,5.040000,0.020000
408,5.040000,0.040000
409,5.040000,0.040000
410,5.040000,0.060000
411,5.040000,0.060000
412,5.120000,0.080000
413,5.040000,0.080000
414,5.120000,0.080000
415,5.040000,0.100000
416,5.040000,0.120000
417,5.040000,0.120000
418,5.040000,0.120000
419,5.040000,0.140000
420,4.960000,0.140000
421,4.960000,0.160000
422,4.960000,0.160000
423,4.880000,0.180000
424,4.880000,0.180000
425,4.880000,0.180000
426,4.800000,0.200000
427,4.800000,0.200000
428,4.720000,0.220000
429,4.640000,0.220000
430,4.560000,0.220000
431,4.560000,0.240000
432,4.480000,0.240000
433,4.400000,0.260000
434,4.320000,0.260000
435,4.320000,0.280000
436,4.240000,0.280000
437,4.160000,0.280000
438,4.080000,0.280000
439,4.000000,0.300000
440,3.920000,0.300000
441,3.840000,0.300000
442,3.760000,0.300000
443,3.680000,0.320000
444,3.600000,0.320000
445,3.520000,0.340000
446,3.440000,0.340000
447,3.280000,0.340000
448,3.200000,0.340000
449,3.120000,0.360000
450,3.040000,0.360000
451,2.880000,0.360000
452,2.800000,0.380000
453,2.640000,0.360000
454,2.560000,0.380000
455,2.400000,0.380000
456,2.320000,0.380000
457,2.160000,0.380000
458,2.080000,0.380000
459,1.920000,0.380000
460,1.840000,0.400000
461,1.680000,0.400000
462,1.520000,0.400000
463,1.440000,0.400000
464,1.280000,0.400000
465,1.200000,0.400000
466,1.040000,0.400000
467,0.880000,0.400000
468,0.800000,0.400000
469,0.640000,0.400000
470,0.480000,0.400000
471,0.400000,0.400000
472,0.240000,0.400000
473,0.160000,0.400000
474,0.000000,0.400000
475,-0.160000,0.400000
476,-0.240000,0.400000
477,-0.400000,0.400000
478,-0.480000,0.400000
479,-0.640000,0.380000
480,-0.800000,0.380000
481,-0.960000,0.400000
482,-1.040000,0.380000
483,-1.200000,0.380000
484,-1.280000,0.360000
485,-1.440000,0.360000
486,-1.520000,0.360000
487,-1.680000,0.360000
488,-1.760000,0.360000
489,-1.920000,0.340000
490,-2.000000,0.340000
491,-2.160000,0.340000
492,-2.240000,0.320000
493,-2.400000,0.320000
494,-2.480000,0.320000
495,-2.560000,0.300000
496,-2.640000,0.300000
497,-2.800000,0.300000
498,-2.880000,0.280000
499,-3.040000,0.280000
500,-3.120000,0.280000
501,-3.200000,0.260000
502,-3.360000,0.260000
503,-3.440000,0.240000
504,-3.520000,0.240000
505,-3.600000,0.220000
506,-3.680000,0.220000
507,-3.840000,0.200000
508,-3.920000,0.200000
509,-4.000000,0.200000
510,-4.080000,0.180000
511,-4.160000,0.160000
512,-4.240000,0.160000
513,-4.320000,0.160000
514,-4.320000,0.140000
515,-4.400000,0.140000
516,-4.480000,0.120000
517,-4.560000,0.120000
518,-4.560000,0.100000
519,-4.640000,0.100000
520,-4.720000,0.080000
521,-4.800000,0.080000
522,-4.800000,0.080000
523,-4.880000,0.060000
524,-4.960000,0.040000
525,-4.960000,0.040000
526,-5.040000,0.020000
527,-5.040000,0.000000
528,-5.040000,0.000000
529,-5.120000,0.000000
530,-5.120000,-0.020000
531,-5.120000,-0.020000
532,-5.200000,-0.040000
533,-5.200000,-0.060000
534,-5.200000,-0.060000
535,-5.200000,-0.060000
536,-5.280000,-0.080000
537,-5.200000,-0.080000
538,-5.200000,-0.100000
539,-5.280000,-0.100000
540,-5.280000,-0.120000
541,-5.280000,-0.120000
542,-5.200000,-0.140000
543,-5.200000,-0.140000
544,-5.200000,-0.140000
545,-5.120000,-0.160000
546,-5.120000,-0.160000
547,-5.120000,-0.180000
548,-5.120000,-0.180000
549,-5.040000,-0.200000
550,-5.040000,-0.200000
551,-4.960000,-0.200000
552,-4.960000,-0.220000
553,-4.880000,-0.220000
554,-4.800000,-0.240000
555,-4.800000,-0.240000
556,-4.720000,-0.260000
557,-4.640000,-0.260000
558,-4.560000,-0.260000
559,-4.480000,-0.280000
560,-4.480000,-0.280000
561,-4.400000,-0.280000
562,-4.320000,-0.300000
563,-4.240000,-0.300000
564,-4.160000,-0.300000
565,-4.080000,-0.320000
566,-4.000000,-0.320000
567,-3.920000,-0.340000
568,-3.840000,-0.340000
569,-3.760000,-0.340000
570,-3.600000,-0.340000
571,-3.520000,-0.340000
572,-3.440000,-0.360000
573,-3.360000,-0.360000
574,-3.200000,-0.380000
575,-3.120000,-0.360000
576,-3.040000,-0.380000
577,-2.880000,-0.380000
578,-2.720000,-0.380000
579,-2.640000,-0.380000
580,-2.560000,-0.400000
581,-2.400000,-0.400000
582,-2.240000,-0.400000
583,-2.160000,-0.400000
584,-2.080000,-0.400000
585,-1.920000,-0.400000
586,-1.760000,-0.400000
587,-1.680000,-0.420000
588,-1.600000,-0.420000
589,-1.440000,-0.420000
590,-1.280000,-0.420000
591,-1.200000,-0.420000
592,-1.040000,-0.420000
593,-0.880000,-0.420000
594,-0.800000,-0.420000
595,-0.640000,-0.420000
596,-0.480000,-0.420000
597,-0.400000,-0.420000
598,-0.240000,-0.400000
599,-0.160000,-0.420000
600,0.000000,-0.420000
601,0.160000,-0.420000
602,0.240000,-0.400000
603,0.400000,-0.400000
604,0.560000,-0.400000
605,0.640000,-0.400000
606,0.800000,-0.400000
607,0.960000,-0.400000
608,1.040000,-0.400000
609,1.200000,-0.380000
610,1.280000,-0.380000
611,1.360000,-0.380000
612,1.520000,-0.360000
613,1.680000,-0.360000
614,1.760000,-0.360000
615,1.840000,-0.360000
616,2.000000,-0.340000
617,2.160000,-0.340000
618,2.240000,-0.340000
619,2.320000,-0.320000
620,2.480000,-0.320000
621,2.560000,-0.320000
622,2.720000,-0.300000
623,2.800000,-0.300000
624,2.880000,-0.300000
625,3.040000,-0.280000
626,3.120000,-0.280000
627,3.200000,-0.260000
628,3.280000,-0.260000
629,3.360000,-0.240000
630,3.440000,-0.240000
631,3.520000,-0.220000
632,3.600000,-0.220000
633,3.680000,-0.220000
634,3.760000,-0.200000
635,3.920000,-0.180000
636,3.920000,-0.180000
637,4.000000,-0.180000
638,4.160000,-0.160000
639,4.160000,-0.160000
640,4.240000,-0.160000
641,4.320000,-0.140000
642,4.320000,-0.120000
643,4.480000,-0.120000
644,4.480000,-0.100000
645,4.560000,-0.100000
646,4.640000,-0.080000
647,4.640000,-0.080000
648,4.720000,-0.060000
649,4.720000,-0.060000
650,4.800000,-0.040000
651,4.880000,-0.040000
652,4.880000,-0.020000
653,4.880000,-0.020000
654,4.960000,0.000000
655,4.960000,0.000000
656,4.960000,0.020000
657,5.040000,0.020000
658,5.040000,0.040000
659,5.040000,0.040000
660,5.040000,0.060000
661,5.040000,0.060000
662,5.040000,0.080000
663,5.120000,0.080000
664,5.040000,0.100000
665,5.040000,0.120000
666,5.040000,0.120000
667,5.040000,0.120000
668,5.040000,0.120000
669,5.040000,0.140000
670,4.960000,0.140000
671,4.960000,0.160000
672,4.960000,0.160000
673,4.880000,0.180000
674,4.880000,0.180000
675,4.880000,0.180000
676,4.800000,0.200000
677,4.720000,0.200000
678,4.720000,0.200000
679,4.640000,0.220000
680,4.560000,0.220000
681,4.560000,0.240000
682,4.480000,0.260000
683,4.400000,0.260000
684,4.400000,0.260000
685,4.320000,0.260000
686,4.240000,0.280000
687,4.160000,0.280000
688,4.080000,0.300000
689,4.000000,0.300000
690,3.920000,0.300000
691,3.840000,0.300000
692,3.760000,0.320000
693,3.680000,0.320000
694,3.600000,0.320000
695,3.520000,0.340000
696,3.360000,0.340000
697,3.280000,0.340000
698,3.200000,0.340000
699,3.120000,0.360000
700,2.960000,0.360000
